KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,QUINCENA,RESULTADO
1000,6000,1934,3.000,5801,0.000,6,2013,12,23,Mucho
1444,13000,4349,-5.200,-22615,2.000,13,2013,12,24,Nada
1000,2000,669,4.000,2676,-1.421,2,2014,1,1,Mucho
0,0,0,0.000,0,1.429,0,2014,1,2,Nada
1125,9000,3011,1.636,4927,2.000,9,2014,2,3,Nada
2333,7000,2342,0.933,2186,0.273,7,2014,2,4,Mucho
2333,7000,2342,0.667,1561,2.625,7,2014,3,5,Nada
1000,1000,335,0.167,56,0.913,1,2014,3,6,Nada
2000,4000,1338,1.333,1784,1.000,4,2014,4,7,Medio
1000,4000,1338,1.000,1338,0.250,4,2014,4,8,Mucho
0,0,0,0.000,0,2.333,0,2014,5,9,Nada
0,0,0,0.000,0,2.625,0,2014,5,10,Nada
0,0,0,0.000,0,5.250,0,2014,6,11,Nada
0,0,0,0.000,0,1.000,0,2014,6,12,Nada
0,0,0,0.000,0,1.000,0,2014,7,13,Nada
0,0,0,0.000,0,1.000,0,2014,7,14,Nada
1667,5000,1673,1.111,1859,1.000,5,2014,8,15,Medio
1000,2000,669,2.000,1338,1.200,2,2014,8,16,Medio
0,0,0,0.000,0,0.000,0,2014,9,17,Nada
1500,3000,1004,0.162,163,8.571,3,2014,9,18,Nada
2000,6000,2007,0.429,860,10.200,6,2014,10,19,Nada
1000,1000,335,0.095,32,3.667,1,2014,10,20,Nada
0,0,0,0.000,0,3.000,0,2014,11,21,Nada
1000,3000,1004,0.353,354,4.286,3,2014,11,22,Nada
2500,5000,1673,1.111,1859,5.250,5,2014,12,23,Medio
0,0,0,0.000,0,0.750,0,2014,12,24,Nada
1333,4000,1338,0.400,535,0.750,4,2015,1,1,Mucho
1778,16000,5353,1.600,8564,6.000,16,2015,1,2,Medio
1000,2000,669,0.182,122,0.300,2,2015,2,3,Nada
1667,5000,1582,0.286,452,2.727,5,2015,2,4,Nada
2000,10000,3164,1.000,3164,1.957,10,2015,3,5,Nada
1250,10000,3164,1.000,3164,0.882,10,2015,3,6,Mucho
2000,2000,633,0.143,90,1.800,2,2015,4,7,Nada
2000,8000,2531,0.889,2250,1.773,8,2015,4,8,Medio
0,0,0,0.000,0,0.750,0,2015,5,9,Nada
1000,2000,633,0.500,316,1.500,2,2015,5,10,Mucho
2000,2000,633,1.000,633,0.900,2,2015,6,11,Medio
0,0,0,0.000,0,0.750,0,2015,6,12,Nada
0,0,0,0.000,0,0.750,0,2015,7,13,Nada
0,0,0,0.000,0,1.500,0,2015,7,14,Nada
1000,2000,633,4.000,2531,1.000,2,2015,8,15,Medio
2000,2000,633,0.500,316,0.000,2,2015,8,16,Medio
1500,3000,949,0.462,438,6.000,3,2015,9,17,Nada
2500,5000,1582,2.000,3164,2.143,5,2015,9,18,Medio
1000,1000,316,0.105,33,0.000,1,2015,10,19,Nada
1667,5000,1582,0.303,479,6.333,5,2015,10,20,Nada
1429,10000,3164,1.111,3515,3.818,10,2015,11,21,Nada
1714,12000,3796,4.000,15185,0.750,12,2015,11,22,Mucho
1600,8000,2531,0.615,1557,0.222,8,2015,12,23,Medio
1333,16000,5062,1.000,5062,2.400,16,2015,12,24,Medio
1500,21000,6644,2.625,17440,0.667,21,2016,1,1,Medio
2000,6000,1898,1.200,2278,0.533,6,2016,1,2,Mucho
0,0,0,0.000,0,0.140,0,2016,2,3,Nada
0,0,0,0.000,0,0.222,0,2016,2,4,Nada
1833,11000,3480,1.000,3480,1.000,11,2016,3,5,Mucho
1875,15000,4745,1.200,5695,5.455,15,2016,3,6,Medio
2000,4000,1265,0.143,181,0.577,4,2016,4,7,Nada
0,0,0,0.000,0,5.100,0,2016,4,8,Nada
2000,2000,633,0.040,25,8.053,2,2016,5,9,Nada
1000,1000,316,0.021,7,24.500,1,2016,5,10,Nada
1000,1000,316,0.022,7,47.000,1,2016,6,11,Nada
1000,5000,1582,0.115,182,34.500,5,2016,6,12,Nada
0,0,0,0.000,0,17.571,0,2016,7,13,Nada
0,0,0,0.000,0,20.000,0,2016,7,14,Nada
2000,4000,1265,0.105,133,24.000,4,2016,8,15,Nada
1500,12000,3796,0.400,1519,27.000,12,2016,8,16,Medio
1000,1000,316,0.043,13,4.500,1,2016,9,17,Nada
2000,10000,3164,0.556,1758,4.059,10,2016,9,18,Medio
