KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,QUINCENA,RESULTADO
3700,37000,13400,4.000,53600,2.143,10,2013,12,23,Nada
3700,18500,6700,5.000,33500,0.000,5,2013,12,24,Mucho
4625,18500,6700,1.429,9571,0.316,5,2014,1,1,Mucho
3700,14800,5360,1.333,7147,0.750,4,2014,1,2,Medio
3700,3700,1340,2.000,2680,0.214,1,2014,2,3,Mucho
3700,25900,9380,7.000,65660,0.000,7,2014,2,4,Mucho
3700,3700,1340,1.000,1340,0.500,1,2014,3,5,Mucho
3700,3700,1340,0.333,447,0.000,1,2014,3,6,Nada
3700,7400,2680,0.400,1072,2.000,2,2014,4,7,Nada
3700,7400,2680,0.333,893,3.000,2,2014,4,8,Nada
3700,18500,6700,0.909,6091,4.800,5,2014,5,9,Medio
3700,18500,6714,1.429,9591,1.000,5,2014,5,10,Medio
4440,22200,8056,1.000,8056,1.000,6,2014,6,11,Medio
3700,22200,8056,0.800,6445,1.500,6,2014,6,12,Mucho
3700,14800,5371,0.800,4297,1.235,4,2014,7,13,Mucho
3700,11100,4028,0.667,2685,0.563,3,2014,7,14,Medio
3700,14800,5371,0.667,3581,1.385,4,2014,8,15,Mucho
3700,14800,5371,0.615,3305,1.636,4,2014,8,16,Nada
3700,3700,1343,0.154,207,1.909,1,2014,9,17,Nada
3700,14800,5371,0.571,3069,2.000,4,2014,9,18,Nada
3700,25900,9399,0.933,8772,2.667,7,2014,10,19,Nada
3700,25900,9399,1.273,11962,1.750,7,2014,10,20,Nada
3700,3700,1343,0.182,244,0.667,1,2014,11,21,Nada
3700,11100,4028,0.400,1611,1.400,3,2014,11,22,Mucho
3700,18500,6714,0.909,6103,2.182,5,2014,12,23,Medio
3700,3700,1343,0.222,298,1.000,1,2014,12,24,Nada
3700,7400,2685,0.400,1074,2.000,2,2015,1,1,Nada
3700,7400,2685,0.400,1074,1.500,2,2015,1,2,Mucho
3700,7400,2685,0.286,767,3.600,2,2015,2,3,Nada
3700,14800,5371,0.444,2387,4.000,4,2015,2,4,Nada
3700,3700,1343,0.105,141,3.750,1,2015,3,5,Nada
5550,11100,4028,0.400,1611,3.857,3,2015,3,6,Nada
3700,7400,2685,0.400,1074,2.250,2,2015,4,7,Nada
3700,11100,4028,0.600,2417,2.000,3,2015,4,8,Nada
4317,25900,8476,1.400,11867,2.250,7,2015,5,9,Nada
3700,14800,4844,2.000,9687,1.000,4,2015,5,10,Medio
3700,25900,8476,0.000,0,0.000,7,2015,6,11,Nada
0,0,0,0.000,0,0.000,0,2015,6,12,Nada
3700,11100,3169,0.400,1268,1.909,3,2015,7,13,Nada
3700,11100,3169,0.462,1463,2.400,3,2015,7,14,Nada
3700,7400,2113,0.333,704,2.500,2,2015,8,15,Nada
3700,11100,3169,0.545,1729,2.625,3,2015,8,16,Nada
3700,11100,2179,0.667,1453,1.500,3,2015,9,17,Mucho
3700,11100,2179,0.545,1189,1.875,3,2015,9,18,Nada
3700,11100,2179,0.429,934,2.000,3,2015,10,19,Nada
3700,11100,2179,0.462,1006,2.667,3,2015,10,20,Nada
3700,14800,2905,0.615,1788,1.667,4,2015,11,21,Nada
3700,29600,5811,2.000,11622,2.400,8,2015,11,22,Nada
3700,18500,3632,3.333,12106,0.000,5,2015,12,23,Mucho
3700,3700,726,0.167,121,0.529,1,2015,12,24,Nada
3700,29600,5811,1.778,10331,1.929,8,2016,1,1,Nada
3700,14800,2709,2.667,7224,0.000,4,2016,1,2,Mucho
3700,25900,4741,1.556,7375,0.692,7,2016,2,3,Mucho
3700,22200,4064,2.000,8127,0.947,6,2016,2,4,Medio
3700,3700,677,0.222,151,0.000,1,2016,3,5,Nada
5455,60000,23727,2.182,51769,1.929,12,2016,3,6,Medio
5000,15000,5932,1.200,7118,0.316,3,2016,4,7,Mucho
5000,35000,13841,1.556,21530,0.563,7,2016,4,8,Mucho
5000,30000,11864,0.750,8898,0.818,6,2016,5,9,Nada
5000,25000,9886,0.667,6591,1.875,5,2016,5,10,Medio
5000,10000,3955,0.500,1977,0.833,2,2016,6,11,Mucho
5000,15000,5932,0.857,5084,0.692,3,2016,6,12,Medio
5000,40000,15818,2.667,42182,1.200,8,2016,7,13,Medio
5000,20000,7909,0.889,7030,0.462,4,2016,7,14,Mucho
4167,25000,9886,0.667,6591,1.400,5,2016,8,15,Nada
5000,25000,9886,0.909,8988,1.412,5,2016,8,16,Mucho
5000,10000,3955,1.000,3955,0.643,2,2016,9,17,Medio
5000,20000,7909,2.000,15818,0.250,4,2016,9,18,Mucho
