KPI_TIKET_MEDIO,KPI_CIFRA_VENTAS,KPI_MARGEN_COMERCIAL,KPI_ROTACION_STOCK,KPI_COEF_RENTABILIDAD,KPI_COBERTURA_STOCK,CANTIDAD,ANHO,MES,RESULTADO
1.000,27000,54.545,2.000,29455,4.500,9,2013,12,Poco
1.000,15000,52.121,1.250,9773,0.000,5,2014,1,Medio
1.000,33000,51.515,1.294,22000,1.200,11,2014,2,Medio
1.000,24000,51.515,1.778,21980,1.080,8,2014,3,Poco
0.000,0,0.000,0.000,0,0.000,0,2014,4,Nada
1.000,9000,51.515,0.261,1209,2.053,3,2014,5,Poco
1.000,6000,51.515,0.222,687,2.727,2,2014,6,Poco
1.000,15000,51.515,0.909,7025,4.800,5,2014,7,Nada
1.000,12000,51.515,0.533,3297,0.900,4,2014,8,Medio
1.000,12000,51.515,0.400,2473,3.273,4,2014,9,Nada
1.000,6000,51.515,0.286,883,1.846,2,2014,10,Poco
1.000,15000,51.515,0.500,3864,1.800,5,2014,11,Poco
1.250,15000,51.515,0.435,3360,3.818,5,2014,12,Nada
1.000,9000,51.515,0.400,1855,2.250,3,2015,1,Poco
1.200,18000,51.515,2.000,18545,1.385,6,2015,2,Poco
1.500,9000,51.515,0.600,2782,0.000,3,2015,3,Medio
1.000,12000,51.515,0.500,3091,2.500,4,2015,4,Poco
2.000,6000,51.515,0.250,773,1.385,2,2015,5,Poco
1.000,6000,51.515,0.222,687,3.333,2,2015,6,Nada
1.143,24000,51.515,2.000,24727,3.000,8,2015,7,Poco
1.000,15000,51.515,1.429,11039,0.000,5,2015,8,Medio
0.000,0,0.000,0.000,0,1.400,0,2015,9,Nada
0.000,0,0.000,0.000,0,1.615,0,2015,10,Nada
1.000,12000,51.515,0.800,4945,4.200,4,2015,11,Nada
1.000,9000,51.515,2.000,9273,2.250,3,2015,12,Poco
1.000,3000,51.515,0.222,343,0.000,1,2016,1,Medio
1.000,24000,51.515,1.600,19782,3.375,8,2016,2,Nada
1.000,3000,51.515,2.000,3091,0.250,1,2016,3,Medio
0.000,0,0.000,0.000,0,0.000,0,2016,4,Nada
1.222,33000,51.515,1.692,28769,4.000,11,2016,5,Poco
0.000,0,0.000,0.000,0,0.250,0,2016,6,Nada
0.000,0,0.000,0.000,0,0.273,0,2016,7,Nada
1.222,33000,51.515,1.158,19684,2.727,11,2016,8,Medio
1.000,12000,51.515,0.571,3532,2.455,4,2016,9,Poco
